date,open,high,low,close,volume,申万一级,债券代码,债券简称,symbol
2021-12-15,165.0,167.83,162.14,163.06,2018450,电子,110081,闻泰转债,sh110081
2021-12-16,164.0,165.2,161.5,163.45,945130,电子,110081,闻泰转债,sh110081
2021-12-17,162.98,163.43,160.18,160.72,1799760,电子,110081,闻泰转债,sh110081
2021-12-20,160.3,162.4,158.22,159.02,1113190,电子,110081,闻泰转债,sh110081
2021-12-21,159.71,160.36,156.8,159.22,986510,电子,110081,闻泰转债,sh110081
2021-12-22,160.5,163.3,159.5,163.09,1965520,电子,110081,闻泰转债,sh110081
2021-12-23,162.88,164.96,161.82,163.62,1167320,电子,110081,闻泰转债,sh110081
2021-12-24,163.2,165.56,161.29,162.99,966590,电子,110081,闻泰转债,sh110081
2021-12-27,162.8,165.38,161.22,161.81,802060,电子,110081,闻泰转债,sh110081
2021-12-28,162.99,163.4,156.54,159.43,2249820,电子,110081,闻泰转债,sh110081
2021-12-29,159.01,159.95,153.1,156.05,3097440,电子,110081,闻泰转债,sh110081
2021-12-30,156.51,160.0,155.66,157.71,2105400,电子,110081,闻泰转债,sh110081
2021-12-31,157.04,158.99,155.81,157.71,1297910,电子,110081,闻泰转债,sh110081
2022-01-04,158.0,160.3,156.71,158.09,1162110,电子,110081,闻泰转债,sh110081
2022-01-05,157.6,159.01,152.49,155.3,1348860,电子,110081,闻泰转债,sh110081
2022-01-06,154.51,158.06,149.86,157.48,2496640,电子,110081,闻泰转债,sh110081
2022-01-07,157.9,158.87,154.09,155.72,1138700,电子,110081,闻泰转债,sh110081
2022-01-10,154.61,155.9,150.93,153.38,2271520,电子,110081,闻泰转债,sh110081
