date,open,high,low,close,volume,申万一级,债券代码,债券简称,symbol
2025-07-16,118.029,118.568,117.546,117.997,188310,钢铁,113636,甬金转债,sh113636
2025-07-17,117.997,119.248,117.901,118.925,170320,钢铁,113636,甬金转债,sh113636
2025-07-18,118.926,119.4,118.539,118.707,191490,钢铁,113636,甬金转债,sh113636
2025-07-21,118.735,119.65,118.735,119.489,177360,钢铁,113636,甬金转债,sh113636
2025-07-22,119.57,121.095,118.919,120.498,328820,钢铁,113636,甬金转债,sh113636
2025-07-23,120.626,121.116,119.37,119.741,130520,钢铁,113636,甬金转债,sh113636
2025-07-24,119.825,121.13,119.825,120.708,229690,钢铁,113636,甬金转债,sh113636
2025-07-25,120.843,121.296,120.4,120.757,113600,钢铁,113636,甬金转债,sh113636
2025-07-28,120.757,120.849,119.336,119.618,117290,钢铁,113636,甬金转债,sh113636
2025-07-29,119.465,119.818,118.71,119.127,95580,钢铁,113636,甬金转债,sh113636
2025-07-30,119.172,120.064,118.668,118.906,162760,钢铁,113636,甬金转债,sh113636
2025-07-31,118.8,119.105,118.27,118.827,273510,钢铁,113636,甬金转债,sh113636
2025-08-01,118.827,119.033,118.1,118.258,125650,钢铁,113636,甬金转债,sh113636
2025-08-04,118.045,119.084,117.906,118.911,185050,钢铁,113636,甬金转债,sh113636
2025-08-05,119.001,119.63,118.813,119.182,210310,钢铁,113636,甬金转债,sh113636
2025-08-06,119.273,119.696,119.08,119.513,156160,钢铁,113636,甬金转债,sh113636
2025-08-07,119.6,119.987,118.9,119.035,158010,钢铁,113636,甬金转债,sh113636
2025-08-08,119.067,119.699,118.901,119.485,267110,钢铁,113636,甬金转债,sh113636
2025-08-11,119.575,120.199,119.43,119.719,199170,钢铁,113636,甬金转债,sh113636
2025-08-12,119.722,119.945,119.225,119.378,267290,钢铁,113636,甬金转债,sh113636
2025-08-13,119.344,120.094,119.01,119.75,250010,钢铁,113636,甬金转债,sh113636
2025-08-14,119.87,120.173,119.225,119.466,147570,钢铁,113636,甬金转债,sh113636
2025-08-15,119.482,120.1,119.482,119.718,222650,钢铁,113636,甬金转债,sh113636
2025-08-18,119.835,120.892,119.835,120.73,284960,钢铁,113636,甬金转债,sh113636
2025-08-19,120.73,121.56,120.331,121.273,192350,钢铁,113636,甬金转债,sh113636
2025-08-20,121.179,121.594,120.63,121.347,111370,钢铁,113636,甬金转债,sh113636
2025-08-21,121.719,122.289,121.5,122.028,405100,钢铁,113636,甬金转债,sh113636
2025-08-22,122.128,122.437,121.29,122.405,449190,钢铁,113636,甬金转债,sh113636
2025-08-25,122.45,123.061,121.77,122.2,607390,钢铁,113636,甬金转债,sh113636
2025-08-26,122.201,123.03,121.901,122.064,355100,钢铁,113636,甬金转债,sh113636
2025-08-27,122.083,122.306,118.3,118.78,505890,钢铁,113636,甬金转债,sh113636
2025-08-28,118.911,119.863,117.6,119.328,432400,钢铁,113636,甬金转债,sh113636
2025-08-29,119.489,120.308,118.989,119.183,275500,钢铁,113636,甬金转债,sh113636
2025-09-01,119.001,119.465,118.05,118.182,415850,钢铁,113636,甬金转债,sh113636
2025-09-02,118.201,119.03,116.859,118.139,482680,钢铁,113636,甬金转债,sh113636
2025-09-03,118.263,119.744,117.551,118.933,345200,钢铁,113636,甬金转债,sh113636
2025-09-04,118.964,119.199,118.002,118.67,286060,钢铁,113636,甬金转债,sh113636
2025-09-05,118.699,120.782,118.532,120.75,265920,钢铁,113636,甬金转债,sh113636
2025-09-08,120.751,121.75,120.751,121.094,413610,钢铁,113636,甬金转债,sh113636
2025-09-09,121.13,121.373,119.501,120.235,303590,钢铁,113636,甬金转债,sh113636
2025-09-10,120.236,120.491,118.379,119.148,295150,钢铁,113636,甬金转债,sh113636
2025-09-11,119.151,120.243,118.72,120.022,196550,钢铁,113636,甬金转债,sh113636
2025-09-12,120.13,120.538,119.459,119.897,200600,钢铁,113636,甬金转债,sh113636
2025-09-15,119.987,120.064,118.7,118.903,224120,钢铁,113636,甬金转债,sh113636
2025-09-16,118.903,119.103,117.832,118.66,315900,钢铁,113636,甬金转债,sh113636
2025-09-17,118.602,119.36,118.11,119.316,212560,钢铁,113636,甬金转债,sh113636
2025-09-18,119.314,119.449,118.793,119.115,190520,钢铁,113636,甬金转债,sh113636
2025-09-19,119.115,119.318,118.177,118.896,183620,钢铁,113636,甬金转债,sh113636
2025-09-22,118.897,118.897,117.6,118.556,138420,钢铁,113636,甬金转债,sh113636
2025-09-23,118.52,119.3,117.953,119.172,336860,钢铁,113636,甬金转债,sh113636
2025-09-24,119.175,119.499,118.71,119.333,176430,钢铁,113636,甬金转债,sh113636
2025-09-25,119.378,120.22,119.35,119.709,370450,钢铁,113636,甬金转债,sh113636
2025-09-26,119.745,119.93,118.9,119.339,213850,钢铁,113636,甬金转债,sh113636
2025-09-29,119.338,120.241,118.71,120.235,134920,钢铁,113636,甬金转债,sh113636
2025-09-30,120.272,121.08,120.2,120.847,82070,钢铁,113636,甬金转债,sh113636
2025-10-09,120.84,122.02,120.62,121.304,255120,钢铁,113636,甬金转债,sh113636
2025-10-10,121.301,122.019,120.998,121.391,226140,钢铁,113636,甬金转债,sh113636
2025-10-13,120.4,121.798,120.4,121.465,198510,钢铁,113636,甬金转债,sh113636
2025-10-14,121.463,122.002,120.598,120.766,168590,钢铁,113636,甬金转债,sh113636
2025-10-15,120.835,121.295,120.233,121.002,204670,钢铁,113636,甬金转债,sh113636
2025-10-16,121.002,121.07,119.801,119.916,155050,钢铁,113636,甬金转债,sh113636
2025-10-17,119.87,120.416,119.501,119.6,243760,钢铁,113636,甬金转债,sh113636
2025-10-20,119.636,120.299,119.636,120.199,104240,钢铁,113636,甬金转债,sh113636
2025-10-21,120.201,120.552,119.942,120.496,127400,钢铁,113636,甬金转债,sh113636
2025-10-22,120.594,121.57,120.053,121.094,321950,钢铁,113636,甬金转债,sh113636
2025-10-23,121.094,121.46,120.44,120.829,98970,钢铁,113636,甬金转债,sh113636
2025-10-24,120.8,121.92,120.8,121.777,79370,钢铁,113636,甬金转债,sh113636
2025-10-27,121.794,122.427,121.646,122.084,275870,钢铁,113636,甬金转债,sh113636
2025-10-28,122.16,122.421,121.531,122.214,274340,钢铁,113636,甬金转债,sh113636
2025-10-29,122.214,123.1,121.61,122.539,375760,钢铁,113636,甬金转债,sh113636
2025-10-30,122.697,122.839,121.5,121.706,201840,钢铁,113636,甬金转债,sh113636
2025-10-31,121.669,123.034,121.561,122.41,95400,钢铁,113636,甬金转债,sh113636
2025-11-03,122.41,125.066,121.872,124.983,356060,钢铁,113636,甬金转债,sh113636
2025-11-04,124.983,125.0,122.731,122.782,191160,钢铁,113636,甬金转债,sh113636
2025-11-05,122.782,124.812,122.233,124.665,283140,钢铁,113636,甬金转债,sh113636
2025-11-06,124.549,125.314,124.166,125.058,231880,钢铁,113636,甬金转债,sh113636
2025-11-07,124.721,125.72,124.288,124.947,252400,钢铁,113636,甬金转债,sh113636
2025-11-10,124.967,125.72,124.407,125.2,185700,钢铁,113636,甬金转债,sh113636
2025-11-11,125.331,125.82,124.801,125.402,285970,钢铁,113636,甬金转债,sh113636
2025-11-12,125.402,125.532,124.607,125.52,137960,钢铁,113636,甬金转债,sh113636
2025-11-13,125.001,126.079,124.95,126.052,115290,钢铁,113636,甬金转债,sh113636
2025-11-14,125.931,126.317,125.4,125.587,92760,钢铁,113636,甬金转债,sh113636
2025-11-17,125.587,125.819,124.317,124.364,120280,钢铁,113636,甬金转债,sh113636
2025-11-18,124.364,124.799,123.533,123.818,102690,钢铁,113636,甬金转债,sh113636
2025-11-19,123.966,125.153,123.605,124.866,189670,钢铁,113636,甬金转债,sh113636
2025-11-20,125.19,125.56,123.923,124.519,114120,钢铁,113636,甬金转债,sh113636
2025-11-21,124.519,124.519,123.035,123.278,307530,钢铁,113636,甬金转债,sh113636
2025-11-24,123.1,123.988,122.693,123.491,166250,钢铁,113636,甬金转债,sh113636
2025-11-25,123.696,123.9,123.05,123.239,106440,钢铁,113636,甬金转债,sh113636
2025-11-26,123.129,123.391,122.6,122.781,145070,钢铁,113636,甬金转债,sh113636
2025-11-27,122.637,123.125,122.024,122.268,115650,钢铁,113636,甬金转债,sh113636
2025-11-28,122.147,124.272,121.643,123.971,233440,钢铁,113636,甬金转债,sh113636
2025-12-01,123.88,124.16,123.133,123.264,99730,钢铁,113636,甬金转债,sh113636
2025-12-02,123.264,123.264,122.48,123.052,72990,钢铁,113636,甬金转债,sh113636
2025-12-03,123.052,123.052,122.269,122.58,164880,钢铁,113636,甬金转债,sh113636
2025-12-04,122.599,122.76,121.921,122.2,82440,钢铁,113636,甬金转债,sh113636
2025-12-05,122.101,123.86,121.62,123.351,144670,钢铁,113636,甬金转债,sh113636
2025-12-08,123.488,124.295,123.3,123.562,124910,钢铁,113636,甬金转债,sh113636
2025-12-09,123.563,123.733,122.516,122.998,106810,钢铁,113636,甬金转债,sh113636
2025-12-10,123.0,123.198,122.666,123.123,54700,钢铁,113636,甬金转债,sh113636
2025-12-11,123.123,124.0,123.04,123.991,178380,钢铁,113636,甬金转债,sh113636
2025-12-12,123.87,124.966,123.373,124.033,254680,钢铁,113636,甬金转债,sh113636
2025-12-15,122.8,123.133,121.324,121.675,283830,钢铁,113636,甬金转债,sh113636
2025-12-16,121.676,121.676,120.3,120.716,197970,钢铁,113636,甬金转债,sh113636
2025-12-17,120.765,122.0,120.451,121.877,177060,钢铁,113636,甬金转债,sh113636
2025-12-18,121.76,122.566,121.347,121.6,137140,钢铁,113636,甬金转债,sh113636
2025-12-19,121.726,123.4,121.506,123.025,545170,钢铁,113636,甬金转债,sh113636
2025-12-22,123.901,123.901,122.551,123.256,159540,钢铁,113636,甬金转债,sh113636
2025-12-23,123.13,123.452,122.11,122.602,106710,钢铁,113636,甬金转债,sh113636
2025-12-24,122.54,122.975,122.0,122.82,123750,钢铁,113636,甬金转债,sh113636
2025-12-25,122.5,123.851,122.5,123.389,103520,钢铁,113636,甬金转债,sh113636
2025-12-26,123.508,123.795,122.5,122.782,248670,钢铁,113636,甬金转债,sh113636
2025-12-29,122.74,122.853,121.567,121.719,164240,钢铁,113636,甬金转债,sh113636
2025-12-30,121.847,122.941,121.5,122.69,174240,钢铁,113636,甬金转债,sh113636
2025-12-31,122.74,122.816,121.924,122.287,230860,钢铁,113636,甬金转债,sh113636
2026-01-05,122.302,124.586,122.165,123.872,267550,钢铁,113636,甬金转债,sh113636
2026-01-06,124.47,125.839,123.9,125.724,265790,钢铁,113636,甬金转债,sh113636
2026-01-07,125.6,127.5,125.6,126.695,367860,钢铁,113636,甬金转债,sh113636
2026-01-08,126.571,127.249,126.053,126.363,231730,钢铁,113636,甬金转债,sh113636
2026-01-09,126.41,128.252,125.333,126.987,319490,钢铁,113636,甬金转债,sh113636
2026-01-12,127.156,127.913,126.855,127.158,277970,钢铁,113636,甬金转债,sh113636
2026-01-13,127.158,127.335,123.165,125.079,292090,钢铁,113636,甬金转债,sh113636
2026-01-14,125.24,127.552,124.722,125.374,392350,钢铁,113636,甬金转债,sh113636
2026-01-15,126.0,127.24,125.052,125.55,578320,钢铁,113636,甬金转债,sh113636
2026-01-16,125.706,126.287,125.1,125.427,323970,钢铁,113636,甬金转债,sh113636
2026-01-19,125.5,125.942,124.81,125.577,287460,钢铁,113636,甬金转债,sh113636
2026-01-20,125.577,125.983,124.835,125.226,228740,钢铁,113636,甬金转债,sh113636
2026-01-21,125.352,126.319,124.442,126.318,290290,钢铁,113636,甬金转债,sh113636
2026-01-22,126.533,128.472,126.121,128.4,352270,钢铁,113636,甬金转债,sh113636
2026-01-23,128.64,130.588,128.315,130.064,234530,钢铁,113636,甬金转债,sh113636
2026-01-26,130.199,130.94,128.406,128.587,223680,钢铁,113636,甬金转债,sh113636
2026-01-27,128.761,129.1,127.131,128.59,272390,钢铁,113636,甬金转债,sh113636
2026-01-28,128.654,129.625,128.251,129.316,192290,钢铁,113636,甬金转债,sh113636
2026-01-29,129.316,130.331,128.252,128.67,215330,钢铁,113636,甬金转债,sh113636
2026-01-30,128.67,128.67,125.625,125.98,416780,钢铁,113636,甬金转债,sh113636
2026-02-02,125.979,126.067,124.758,125.153,515530,钢铁,113636,甬金转债,sh113636
2026-02-03,125.259,127.436,125.259,127.326,373420,钢铁,113636,甬金转债,sh113636
2026-02-04,127.355,128.081,126.741,127.754,189080,钢铁,113636,甬金转债,sh113636
2026-02-05,127.916,127.916,125.948,126.5,184940,钢铁,113636,甬金转债,sh113636
2026-02-06,126.237,128.097,125.998,127.815,319370,钢铁,113636,甬金转债,sh113636
2026-02-09,127.95,129.143,127.875,128.833,297860,钢铁,113636,甬金转债,sh113636
2026-02-10,129.0,129.036,128.078,128.405,147640,钢铁,113636,甬金转债,sh113636
2026-02-11,128.546,130.0,128.203,129.313,252860,钢铁,113636,甬金转债,sh113636
2026-02-12,129.186,129.377,128.5,128.913,169290,钢铁,113636,甬金转债,sh113636
2026-02-13,128.775,129.555,128.248,128.744,146340,钢铁,113636,甬金转债,sh113636
2026-02-24,128.78,130.378,128.78,130.105,270080,钢铁,113636,甬金转债,sh113636
2026-02-25,130.171,130.8,129.5,129.8,260760,钢铁,113636,甬金转债,sh113636
2026-02-26,129.613,129.92,128.648,129.087,172240,钢铁,113636,甬金转债,sh113636
2026-02-27,129.203,129.728,128.545,129.562,207640,钢铁,113636,甬金转债,sh113636
2026-03-02,129.402,129.899,128.8,129.464,194880,钢铁,113636,甬金转债,sh113636
2026-03-03,129.596,129.777,128.118,128.391,298490,钢铁,113636,甬金转债,sh113636
2026-03-04,128.577,128.864,126.376,128.098,400720,钢铁,113636,甬金转债,sh113636
2026-03-05,128.098,129.063,127.818,128.021,294550,钢铁,113636,甬金转债,sh113636
2026-03-06,128.021,128.199,126.796,128.015,161950,钢铁,113636,甬金转债,sh113636
2026-03-09,127.849,127.849,126.338,127.345,212190,钢铁,113636,甬金转债,sh113636
2026-03-10,127.345,128.98,127.345,128.858,147460,钢铁,113636,甬金转债,sh113636
2026-03-11,128.871,129.192,128.574,128.836,141460,钢铁,113636,甬金转债,sh113636
2026-03-12,128.71,129.116,127.536,128.324,165030,钢铁,113636,甬金转债,sh113636
2026-03-13,128.201,128.56,126.8,126.985,155160,钢铁,113636,甬金转债,sh113636
2026-03-16,126.773,126.865,124.833,126.283,272970,钢铁,113636,甬金转债,sh113636
2026-03-17,125.7,126.846,124.8,125.168,351220,钢铁,113636,甬金转债,sh113636
2026-03-18,125.38,126.498,124.0,125.782,339320,钢铁,113636,甬金转债,sh113636
2022-01-21,130.0,132.88,130.0,130.26,1024920,纺织服饰,113638,台21转债,sh113638
2022-01-24,129.6,140.0,126.52,136.54,3767850,纺织服饰,113638,台21转债,sh113638
2022-01-25,135.5,138.98,131.02,131.37,988550,纺织服饰,113638,台21转债,sh113638
2022-01-26,130.03,133.85,130.03,132.89,479740,纺织服饰,113638,台21转债,sh113638
2022-01-27,132.3,133.6,129.0,129.06,317640,纺织服饰,113638,台21转债,sh113638
2022-01-28,130.0,130.38,125.29,125.58,173500,纺织服饰,113638,台21转债,sh113638
2022-02-07,125.69,134.5,125.69,132.66,1159010,纺织服饰,113638,台21转债,sh113638
2022-02-08,132.71,133.28,129.16,131.57,305140,纺织服饰,113638,台21转债,sh113638
2022-02-09,131.6,132.01,129.81,130.46,393770,纺织服饰,113638,台21转债,sh113638
2022-02-10,130.46,131.09,130.07,130.4,128170,纺织服饰,113638,台21转债,sh113638
2022-02-11,130.16,133.16,130.01,131.22,267620,纺织服饰,113638,台21转债,sh113638
2022-02-14,130.8,130.8,125.97,126.05,182930,纺织服饰,113638,台21转债,sh113638
2022-02-15,126.86,127.15,121.14,123.0,200080,纺织服饰,113638,台21转债,sh113638
2022-02-16,124.0,125.91,122.6,125.7,128930,纺织服饰,113638,台21转债,sh113638
2022-02-17,125.8,126.11,123.26,123.72,50740,纺织服饰,113638,台21转债,sh113638
2022-02-18,123.72,125.44,122.57,125.12,78780,纺织服饰,113638,台21转债,sh113638
2022-02-21,125.1,125.71,124.64,125.08,29880,纺织服饰,113638,台21转债,sh113638
2022-02-22,123.51,125.5,122.47,124.25,74740,纺织服饰,113638,台21转债,sh113638
2022-02-23,124.25,129.3,123.99,128.31,130050,纺织服饰,113638,台21转债,sh113638
2022-02-24,127.1,129.6,127.1,128.86,268930,纺织服饰,113638,台21转债,sh113638
2022-02-25,128.49,130.2,128.01,128.2,62510,纺织服饰,113638,台21转债,sh113638
2022-02-28,128.0,139.66,125.21,131.21,521740,纺织服饰,113638,台21转债,sh113638
2022-03-01,131.17,133.07,128.12,128.52,142210,纺织服饰,113638,台21转债,sh113638
2022-03-02,129.0,129.18,125.58,125.97,252040,纺织服饰,113638,台21转债,sh113638
2022-03-03,126.1,126.79,122.9,123.16,158710,纺织服饰,113638,台21转债,sh113638
2022-03-04,123.3,123.77,122.67,122.72,45280,纺织服饰,113638,台21转债,sh113638
2022-03-07,124.0,124.0,116.99,117.9,111330,纺织服饰,113638,台21转债,sh113638
2022-03-08,117.9,128.13,113.21,117.63,615330,纺织服饰,113638,台21转债,sh113638
2022-03-09,118.0,119.69,113.86,114.48,193290,纺织服饰,113638,台21转债,sh113638
2022-03-10,115.5,116.98,115.13,115.17,246470,纺织服饰,113638,台21转债,sh113638
2022-03-11,115.2,115.7,114.0,114.96,314550,纺织服饰,113638,台21转债,sh113638
2022-03-14,115.1,115.73,112.0,112.22,112280,纺织服饰,113638,台21转债,sh113638
2022-03-15,112.37,112.9,110.5,110.54,108540,纺织服饰,113638,台21转债,sh113638
2022-03-16,112.0,112.87,110.0,112.0,88110,纺织服饰,113638,台21转债,sh113638
2022-03-17,112.5,118.28,112.48,115.48,794390,纺织服饰,113638,台21转债,sh113638
2022-03-18,115.11,115.52,114.0,115.21,302690,纺织服饰,113638,台21转债,sh113638
2022-03-21,115.21,115.41,114.02,115.03,88250,纺织服饰,113638,台21转债,sh113638
2022-03-22,115.0,115.95,114.12,114.24,100860,纺织服饰,113638,台21转债,sh113638
2022-03-23,114.26,115.13,114.26,114.66,46720,纺织服饰,113638,台21转债,sh113638
2022-03-24,114.5,115.52,113.81,115.13,52040,纺织服饰,113638,台21转债,sh113638
2022-03-25,114.9,115.51,114.38,114.5,29940,纺织服饰,113638,台21转债,sh113638
2022-03-28,113.72,116.0,112.0,115.11,68780,纺织服饰,113638,台21转债,sh113638
